"","EN","UA","COMM"
"4607","incorrect diagnosis","неправильний діагноз",NA
"4608","incubate","перебувати в інкубаційному періоді",NA
"4609","incubation","інкубаційний період",NA
"4610","incubation","догляд за недоношеною дитиною",NA
"4611","incurable","інкурабельний",NA
"4612","infarction","утворення інфаркту",NA
"4613","infarction","інфаркт",NA
"4614","infected","інфікований",NA
"4615","infected","заражений",NA
"4616","infected","інфекційний",NA
"4617","infection","пошесть",NA
"4618","infection control","інфекційний контроль","Anuvadak"
"4619","infection disease doctor","інфекціоніст",NA
"4620","inflation","пухлина",NA
"4621","inflation","опух",NA
"4622","influenza","грип","Roksolana_Hrydnova"
"4623","influenza","інфлюенца",NA
"4624","influenza","інфлуенца",NA
"4625","influenza vaccine","протигрипозна вакцина",NA
"4626","influenza virus pneumonia","грипозна пневмонія",NA
"4627","influenzal pneumonia","грипозне запалення легенів",NA
"4628","inhaler","інгалятор",NA
"4629","inherent immunity","природжений імунітет",NA
"4630","initial d-bridement","первинна обробка рани",NA
"4631","initial dose","початкова доза",NA
"4632","inoculable","сприйнятливий до трансмісивних хвороб",NA
"4633","inoculable","трансмісивний",NA
"4634","inoculate","робити щеплення","safaryankarina"
"4635","inoculate","робити запобіжне щеплення",NA
"4636","inoculate","інокулювати",NA
"4637","inoculated","прищеплений",NA
"4638","inoculation","щеплення",NA
"4639","inoculation","інокуляція",NA
"4640","inoculation","посів",NA
"4641","inoculation","прищеплення",NA
"4642","inoculation","прищеплювання",NA
"4643","inoculation hepatitis","інокуляційний гепатит",NA
"4644","inoculum","прищепний матеріал",NA
"4645","insomnia","безсоння",NA
"4646","inspiratory","інспіраторний",NA
"4647","inspissated bile","застійна жовч",NA
"4648","instable angina","нестабільна стенокардія",NA
"4649","instil","вводити малими дозами",NA
"4650","instil","укапувати",NA
"4651","instill","вводити малими дозами",NA
"4652","instill","укапувати",NA
"4653","instillation","інстиляція",NA
"4654","instinct of self-preservation","інстинкт (почуття) самозбереження",NA
"4655","insufflation","продування",NA
"4656","insufflation","інсуфляція",NA
"4657","insufflator","апарат для вдування",NA
"4658","insufflator","інсуфлятор",NA
"4659","insulin shock","інсуліновий шок",NA
"4660","insulin sliding scale","ковзаюча шкала інсуліну","SergiusT"
"4661","insult","інсульт",NA
"4662","insult to cells","пошкодження клітин",NA
"4663","insurance medicine","страхова медицина",NA
"4664","intellectual defect","розумова неповноцінність",NA
"4665","interhemispheric fissure","міжпівкульна щілина","Anuvadak"
"4666","interictal epileptiform discharge","епілептиформний розряд у міжнападний період","Yuriy Sokha"
"4667","interlocking","інтерлокінг",NA
"4668","intermediary stage","перехідна стадія",NA
"4669","intermission","тимчасове зниження температури",NA
"4670","intermission","проміжок між приступами хвороби",NA
"4671","intermission","перебій",NA
"4672","intermission","аритмія",NA
"4673","intermission","інтермісія",NA
"4674","intermittence","наявність проміжків між приступами хвороби",NA
"4675","intermittent","переміжна пропасниця",NA
"4676","intermittent fever","переміжна пропасниця",NA
"4677","intermittent pain","періодичний біль",NA
"4678","intern","ординатор",NA
"4679","internal capsule","внутрішня капсула","Anuvadak"
"4680","intestinal perforation","перфорація кишки",NA
"4681","intestinal tube","кишковий зонд",NA
"4682","intoxicate","отруювати",NA
"4683","intoxicating","інтоксикаційний",NA
"4684","intoxication","інтоксикація",NA
"4685","intoxication","отруєння",NA
"4686","intra-arterial injection","внутрішньоартеріальна ін'єкція",NA
"4687","intraabdominal injury","пошкодження внутрішніх органів",NA
"4688","intracavitary therapy","внутрішньопорожнинна терапія",NA
"4689","intracutaneous","внутрішкірний",NA
"4690","intragenic mutation","внутрішньогенна мутація",NA
"4691","intrahepatic calculus","камінь печінки",NA
"4692","intramammary abscess","абсцедуючий мастит",NA
"4693","intramedullary canal","кістковомозковий канал",NA
"4694","intramedullary cavity","кістковомозковий канал",NA
"4695","intraocular lens","штучний кришталик",NA
"4696","intraocular pressure","внутрішньоочний тиск",NA
"4697","intraocular tension","внутрішньоочний тиск",NA
"4698","intrapartum hemorrhage","кровотеча під час пологів",NA
"4699","intraperitoneal gas","газ в черевній порожнині",NA
"4700","intrapulmonic pressure","внутрішньолегеневий тиск",NA
"4701","intrasyndromic","внутрішньосиндромний","Yanamahan"
"4702","intrauterine death","внутрішньоутробна смерть",NA
"4703","intrauterine degeneration","дистрофія плоду",NA
"4704","intrauterine fracture","внутрішньоутробний перелом",NA
"4705","intrauterine growth retardation","внутрішньоутробна гіпотрофія",NA
"4706","intrauterine immunity","плацентарний імунітет",NA
"4707","intrauterine infection","внутрішньоутробна інфекція",NA
"4708","intravenous toxicity study","дослідження внутрішньовенної токсичності","Yanamahan"
"4709","introversion","заворот",NA
"4710","introversion","завертання (органа) усередину",NA
"4711","intubate","вводити трубку",NA
"4712","intubate","робити інтубацію",NA
"4713","intubation","інтубація",NA
"4714","intubator","інтубатор",NA
"4715","intumescence","набрякання",NA
"4716","intumescense","припухлість",NA
"4717","intussusception","кишкова непрохідність",NA
"4718","intussusception","інвагінація",NA
"4719","inunction","втирання",NA
"4720","invading pathogen","інвазивний агент",NA
"4721","invagination","впровадження",NA
"4722","invagination","введення",NA
