"Medicine name";"EML section";"Formulations";"Indication";"ATC codes";"Combined with";"Status"
"mesna";"Supportive medicines";"Parenteral > General injections > IV: 100 mg per  mL in 4 mL ampoule; 100 mg per  mL in 10 mL ampoule
Oral > Solid: 400 mg; 600 mg";"Ewing sarcoma of bone and articular cartilage of unspecified sites";"V03AF01";;"Added"
"mesna";"Supportive medicines";"Parenteral > General injections > IV: 100 mg per  mL in 4 mL ampoule; 100 mg per  mL in 10 mL ampoule
Oral > Solid: 400 mg; 600 mg";"Rhabdomyosarcoma primary site";"V03AF01";;"Added"
"mesna";"Supportive medicines";"Parenteral > General injections > IV: 100 mg per  mL in 4 mL ampoule; 100 mg per  mL in 10 mL ampoule
Oral > Solid: 400 mg; 600 mg";"Unspecified malignant neoplasms of ill-defined or unspecified sites";"V03AF01";;"Removed"
"mesna";"Supportive medicines";"Parenteral > General injections > IV: 100 mg per  mL in 4 mL ampoule; 100 mg per  mL in 10 mL ampoule
Oral > Solid: 400 mg; 600 mg";"Burkitt lymphoma including Burkitt leukaemia";"V03AF01";;"Added"
"mesna";"Supportive medicines";"Parenteral > General injections > IV: 100 mg per  mL in 4 mL ampoule; 100 mg per  mL in 10 mL ampoule
Oral > Solid: 400 mg; 600 mg";"Malignant neoplasms of kidney, except renal pelvis";"V03AF01";;"Added"
"metformin";"Oral hypoglycaemic agents";"Oral > Solid: 500 mg (hydrochloride)";"Type 2 diabetes mellitus";"A10BA02";;"Added"
"methadone";"Medicines for opioid use disorders";"Oral > Liquid: 5 mg per 5 mL (methadone hydrochloride); 10 mg per 5 mL (methadone hydrochloride); 5 mg per  mL concentrate for oral liquid (methadone hydrochloride); 10 mg per  mL concentrate for oral liquid (methadone hydrochloride)";"Opioid dependence";"N07BC02";;"Added"
"methadone";"Opioid analgesics";"Oral > Liquid: 5 mg per 5 mL (methadone hydrochloride); 10 mg per 5 mL (methadone hydrochloride); 5 mg per  mL concentrate for oral liquid (methadone hydrochloride); 10 mg per  mL concentrate for oral liquid (methadone hydrochloride)
Oral > Solid: 5 mg (methadone hydrochloride); 10 mg (methadone hydrochloride)";"Chronic cancer pain";"N07BC02";;"Added"
"methimazole";"Thyroid hormones and antithyroid medicines";"Oral > Solid: 5 mg; 10 mg; 20 mg";"Thyrotoxicosis";"H03BB02";;"Added"
"methionine";"Antidotes and other substances used in poisonings > Specific";"Oral > Solid: 250 mg (DL)";"Exposure to or harmful effects of undetermined intent of analgesics, antipyretics or nonsteroidal anti-inflammatory drugs";"V03AB26";;"Removed"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Unspecified malignant neoplasms of ill-defined or unspecified sites";"L01BA01";;"Removed"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Lymphoid leukaemia, not elsewhere classified";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Acute myeloid leukaemia with recurrent genetic abnormalities";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Malignant trophoblastic neoplasms of placenta";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Burkitt lymphoma including Burkitt leukaemia";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Malignant neoplasms of breast";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Osteosarcoma of bone and articular cartilage of unspecified sites";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Anaplastic large cell lymphoma, ALK-negative";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Anaplastic large cell lymphoma, ALK-positive";"L01BA01";;"Added"
"methotrexate";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium salt)
Oral > Solid: 2.5 mg (as sodium salt)
Parenteral > General injections > IV: 50 mg in vial (as sodium salt); 50 mg per 2 mL; 1000 mg per 10 mL concentrated injection";"Langerhans cell histiocytosis";"L01BA01";;"Added"
"methotrexate";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";"Oral > Solid > tablet: 2.5 mg (as sodium salt); 10 mg (as sodium salt)";"Psoriasis of unspecified type";"L04AX03";;"Added"
"methotrexate";"Disease-modifying anti-rheumatic drugs (DMARDs)";"Oral > Solid > tablet: 2.5 mg (as sodium salt)";"Rheumatoid arthritis, serology unspecified";"L04AX03";;"Added"
"methotrexate";"Immunomodulators for non-malignant disease";"Parenteral > General injections > SC: pre-filled syringe in multiple strengths";"Crohn disease site";"L04AX03";;"Removed"
"methotrexate";"Immunomodulators for non-malignant disease";"Parenteral > General injections > SC: pre-filled syringe in multiple strengths";"Psoriatic arthritis";"L04AX03";;"Removed"
"methotrexate";"Medicines for juvenile joint diseases";"Oral > Solid > tablet: 2.5 mg (as sodium salt)";"Juvenile idiopathic arthritis";"L04AX03";;"Added"
"methoxy polyethylene glycol-epoetin beta";"Antianaemia medicines";;"Anaemia due to chronic disease";;;"Added"
"methyldopa";"Antihypertensive medicines";"Oral > Solid: 250 mg";"Essential hypertension";"C02AB01";;"Removed"
"methyldopa";"Antihypertensive medicines";"Oral > Solid: 250 mg";"Gestational hypertension";"C02AB01";;"Added"
"methylergometrine";"Uterotonics";;"Postpartum haemorrhage";;;"Added"
"methylphenidate";"Medicines for mental and behavioural disorders";"Multiple formulations and strengths.";"Attention deficit hyperactivity disorder";"N06BA04";;"Removed"
"methylprednisolone";"Hormones and antihormones";"Parenteral > General injections > IV: 40 mg per  mL in 1 mL single-dose vial (as sodium succinate); 40 mg per  mL in 5 mL multi-dose vial (as sodium succinate); 80 mg per  mL in 1 mL single-dose vial (as sodium succinate)";"Lymphoid leukaemia, not elsewhere classified";"H02AB04";;"Added"
"methylprednisolone";"Hormones and antihormones";"Parenteral > General injections > IV: 40 mg per  mL in 1 mL single-dose vial (as sodium succinate); 40 mg per  mL in 5 mL multi-dose vial (as sodium succinate); 80 mg per  mL in 1 mL single-dose vial (as sodium succinate)";"Burkitt lymphoma including Burkitt leukaemia";"H02AB04";;"Added"
"methylthioninium chloride";"Antidotes and other substances used in poisonings > Specific";"Parenteral > General injections > IV: 10 mg per  mL in 10 mL ampoule";"Acquired methaemoglobinaemia";"V03AB17";;"Added"
"metoclopramide";"Medicines for other common symptoms in palliative care";"Oral > Liquid: 5 mg per 5 mL
Oral > Solid: 10 mg (hydrochloride)
Parenteral > General injections > unspecified: 5 mg per  mL in 2 mL ampoule (hydrochloride)";"Palliative care";"A03FA01";;"Added"
"metoclopramide";"Antiemetic medicines";"Oral > Liquid: 5 mg per 5 mL
Oral > Solid: 10 mg (hydrochloride)
Parenteral > General injections > unspecified: 5 mg per  mL in 2 mL ampoule (hydrochloride)";"Nausea or vomiting";"A03FA01";;"Added"
"metoprolol";"Antianginal medicines";;"Angina pectoris";;;"Added"
"metoprolol";"Medicines used in heart failure";;"Heart failure";;;"Added"
"metoprolol";"Antihypertensive medicines";;"Essential hypertension";;;"Added"
"metoprolol";"Antiarrhythmic medicines";;"Cardiac arrhythmia";;;"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritonitis (mild-moderate)";"A01AB17";"cefotaxime";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritonitis (severe)";"A01AB17";"cefotaxime";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritonitis (mild-moderate)";"A01AB17";"ceftriaxone";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritonitis (severe)";"A01AB17";"ceftriaxone";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritoneal abscess (mild-moderate)";"A01AB17";"cefotaxime";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritoneal abscess (severe)";"A01AB17";"cefotaxime";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritoneal abscess (mild-moderate)";"A01AB17";"ceftriaxone";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritoneal abscess (severe)";"A01AB17";"ceftriaxone";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Other specified prophylactic measures";"A01AB17";"cefazolin";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritonitis (mild-moderate)";"A01AB17";"ciprofloxacin";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Peritoneal abscess (mild-moderate)";"A01AB17";"ciprofloxacin";"Added"
"metronidazole";"Access group antibiotics";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Oral > Solid: 200 to 500 mg tablet
Parenteral > General injections > unspecified: 500 mg per 100 mL in vial Injection
Local > Rectal > Suppository: 500 mg suppository; 1 g suppository";"Bacterial infection of unspecified site";"A01AB17";;"Removed"
"metronidazole";"Antiamoebic and antigiardiasis medicines";"Oral > Liquid: 200 mg per 5 mL (as benzoate)
Parenteral > General injections > unspecified: 500 mg in 100 mL vial
Oral > Solid > tablet: 200 mg; 250 mg; 400 mg; 500 mg";"Amoebiasis";"P01AB01";;"Added"
"micafungin";"Antifungal medicines";"Parenteral > General injections > IV: 50 mg in vial (as sodium) powder for injection; 100 mg in vial (as sodium) powder for injection";"Systemic or invasive candidosis";"J02AX05";;"Added"
"miconazole";"Dermatological medicines > Antifungal medicines";"Local > Topical > Cream: 2% (nitrate)
Local > Topical > Ointment: 2% (nitrate)";"Fungal infection of the skin";"D01AC02";;"Added"
"midazolam";"Medicines for other common symptoms in palliative care";"Oral > Liquid: 2 mg per  mL oral liquid
Oral > Solid: 7.5 mg solid oral dosage form; 15 mg solid oral dosage form
Parenteral > General injections > unspecified: 1 mg per  mL injection; 5 mg per  mL injection";"Palliative care";"N05CD08";;"Added"
"midazolam";"Antiseizure medicines";"
Parenteral > General injections > unspecified: 1 mg per  mL in 5 mL vial (for buccal administration); 5 mg per  mL in 1 mL vial (for buccal administration); 5 mg per  mL in 3 mL vial (for buccal administration)
Local > Buccal > Solution: 5 mg per  mL in 0.5 mL pre-filled syringe (for oromucosal administration); 5 mg per  mL in 1 mL pre-filled syringe (for oromucosal administration); 5 mg per  mL in 1.5 mL pre-filled syringe (for oromucosal administration); 5 mg per  mL in 2 mL pre-filled syringe (for oromucosal administration); 10 mg per  mL in 0.25 mL pre-filled syringe (for oromucosal administration); 10 mg per  mL in 0.5 mL pre-filled syringe (for oromucosal administration); 10 mg per  mL in 0.75 mL pre-filled syringe; 10 mg per  mL in 1 mL pre-filled syringe (for oromucosal administration)";"Status epilepticus";;;"Added"
"midazolam";"Antiseizure medicines";"
Parenteral > General injections > unspecified: 1 mg per  mL in 5 mL vial (for buccal administration); 5 mg per  mL in 1 mL vial (for buccal administration); 5 mg per  mL in 3 mL vial (for buccal administration)
Local > Buccal > Solution: 5 mg per  mL in 0.5 mL pre-filled syringe (for oromucosal administration); 5 mg per  mL in 1 mL pre-filled syringe (for oromucosal administration); 5 mg per  mL in 1.5 mL pre-filled syringe (for oromucosal administration); 5 mg per  mL in 2 mL pre-filled syringe (for oromucosal administration); 10 mg per  mL in 0.25 mL pre-filled syringe (for oromucosal administration); 10 mg per  mL in 0.5 mL pre-filled syringe (for oromucosal administration); 10 mg per  mL in 0.75 mL pre-filled syringe; 10 mg per  mL in 1 mL pre-filled syringe (for oromucosal administration)";"Status epilepticus";"N05CD08";;"Added"
"midazolam";"Preoperative medication and sedation for short-term procedures";"Parenteral > General injections > IV: 1 mg per  mL
Oral > Liquid: 2 mg per  mL
Oral > Solid: 15 mg  tablet; 7.5 mg tablet";"Sedative-hypnotic and anxiolytic drugs";"N05CD08";;"Added"
"mifepristone - misoprostol";"Uterotonics";"Oral > Solid: 200 mg + 200 µg; 200 mg [1] + 200 µg [4] in co-package";"Induced abortion";"G03XB51";;"Added"
"miltefosine";"Antileishmaniasis medicines";"Oral > Solid: 10 mg; 50 mg";"Visceral leishmaniasis";"P01CX04";;"Added"
"miltefosine";"Antileishmaniasis medicines";"Oral > Solid: 10 mg; 50 mg";"Mucocutaneous leishmaniasis";"P01CX04";;"Added"
"miltefosine";"Antileishmaniasis medicines";"Oral > Solid: 10 mg; 50 mg";"Cutaneous leishmaniasis";"P01CX04";;"Added"
"misoprostol";"Uterotonics";"Oral > Solid: 200 µg
Local > Vaginal > tablet: 25 µg";"Spontaneous abortion, incomplete, without complication";"G02AD06";;"Added"
"misoprostol";"Uterotonics";"Oral > Solid: 200 µg
Local > Vaginal > tablet: 25 µg";"Unspecified obstetric condition";"G02AD06";;"Added"
"misoprostol";"Uterotonics";"Oral > Solid: 200 µg
Local > Vaginal > tablet: 25 µg";"Postpartum haemorrhage";"G02AD06";;"Added"
"mometasone";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";;"Asthma";;;"Added"
"mometasone + formoterol";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";;"Asthma";;;"Added"
"morphine";"Preoperative medication and sedation for short-term procedures";"Parenteral > General injections > IV: 10 mg in 1 mL ampoule (sulfate OR hydrochloride)";"Opioids or related analgesics and agents affecting opioid receptors";"N02AA01";;"Added"
