"atc_classification","activeingredient","activeingredient_cy","brandname_uk_cy","brandname_uk_lat","manufacturer","dosage_cy","dosage","info_uk","brandname_uk_lat_translit","brandname_uk_lat_merge"
"C09AA05","['Ramipril']","['Раміприл']","БАРАТОН®","BARATON","ТОВ ""КУСУМ ФАРМ"", Україна","['таблетки по 5 мг 10 мг']","['tablets 5 mg  10 mg']","https://compendium.com.ua/info/325748/ramipril/","BARATON®","BARATON"
"C09AA05","['Ramipril']","['Раміприл']","ЛАЦЕРАН","LACERAN","Сан Фармасьютикал Індастріз Лімітед, Індія","['таблетки по 10 мг 5 мг 2,5 мг']","['tablets 10 mg 5 mg 2.5 mg']","https://compendium.com.ua/info/325748/ramipril/","LATsERAN","LACERAN"
"C09AA05","['Ramipril']","['Раміприл']","ПОЛАПРИЛ","POLAPRIL","Фармацевтичний завод ""ПОЛЬФАРМА"" С.А., Польща","['капсули по 2,5 мг 5 мг 10 мг']","['capsules 2.5 mg 5 mg 10 mg']","https://compendium.com.ua/info/325748/ramipril/","POLAPRIL","POLAPRIL"
"C09AA05","['Ramipril']","['Раміприл']","РАМАГ","RAMAG","Актавіс Лтд, Мальта","['таблетки по 5 мг 10 мг']","['tablets 5 mg 10 mg']","https://compendium.com.ua/info/325748/ramipril/","RAMAG","RAMAG"
"C09AA05","['Ramipril']","['Раміприл']","РАМІ САНДОЗ®","RAMI SANDOZ®","Лек С. А., Польща","['таблетки по 10 мг 5 мг 2,5 мг']","['tablets 10 mg 5 mg 2.5 mg']","https://compendium.com.ua/info/325748/ramipril/","RAMІ SANDOZ®","RAMI SANDOZ®"
"C09AA05","['Ramipril']","['Раміприл']","РАМІЗЕС","RAMIZES","АТ ""Фармак""","['таблетки по 2,5 мг 5 мг 10 мг']","['tablets 2.5 mg 5 mg 10 mg']","https://compendium.com.ua/info/325748/ramipril/","RAMІZES","RAMIZES"
"C09AA05","['Ramipril']","['Раміприл']","РАМІМЕД","RAMIMED","Актавіс Лтд, Мальта","['таблетки по 2,5 мг 5 мг 10 мг']","['tablets 2.5 mg 5 mg 10 mg']","https://compendium.com.ua/info/325748/ramipril/","RAMІMED","RAMIMED"
"C09AA05","['Ramipril']","['Раміприл']","ТРИТАЦЕ®","TRITACE®","Санофі С.п.А, Італія","['таблетки по 5 мг 10 мг']","['tablets 5 mg 10 mg']","https://compendium.com.ua/info/325748/ramipril/","TRITATsE®","TRITACE®"
"C09AA05","['Ramipril']","['Раміприл']","ХАРТИЛ®","HARTIL®","ЗАТ Фармацевтичний завод ЕГІС, Угорщина","['таблетки по 2,5 мг або 5 мг, або 10 мг']","['tablets of 2.5 mg or 5 mg or 10 mg']","https://compendium.com.ua/info/325748/ramipril/","HARTIL®","HARTIL®"
"C09AA06","['Quinapril']","['Квінаприл']","АККУПРО®","ACCUPRO®","Пфайзер Менюфекчуринг Дойчленд ГмбХ, Німеччина","['таблетки, по 20 мг 10 мг 5 мг']","['tablets, 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/7488/akkupro‐sup‐sup‐/","AKKUPRO®","ACCUPRO®"
"C09AA15","['Zofenopril']","['Зофеноприл']","ЗОКАРДІС® 30 МГ","ZOCARDIS® 30 MG","А. Менаріні Мануфактурінг Логістікс енд Сервісес С.р.Л., Італія Домпе С.п.А, Італія","['таблетки, по 30 мг']","['tablets, 30 mg']","https://compendium.com.ua/info/169215/zokardis‐sup‐sup‐/","ZOKARDІS® 30 MG","ZOCARDIS® 30 MG"
"C09BA01","['Captopril', 'Diuretics']","['Каптоприл', 'Гідрохлоротіазид']","КАПТОПРЕС 12,5‐ ДАРНИЦЯ","CAPTOPRES 12,5‐ DARNITSA","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['таблетки, по 50 мг/ 12,5 мг']","['tablets , 50 mg / 12.5 mg  _']","https://compendium.com.ua/info/173282/kaptopres‐12‐5‐darnitsa/","KAPTOPRES 12,5‐ DARNITsJa","CAPTOPRES 12,5‐ DARNITSA"
"C09BA01","['Captopril', 'Diuretics']","['Каптоприл', 'Гідрохлоротіазид']","КАПТОПРЕС ДАРНИЦЯ","CAPTOPRES DARNITSA","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['таблетки, по 50 мг/ 25 мг']","['tablets, 50 mg / 25 mg']","https://compendium.com.ua/info/173282/kaptopres‐12‐5‐darnitsa/","KAPTOPRES DARNITsJa","CAPTOPRES DARNITSA"
"C09BA01","['Captopril', 'Diuretics']","['Каптоприл', 'Гідрохлоротіазид']","КАПОТІАЗИД®","CAPOTIAZIDE®","ПАТ ""Київмедпрепарат"", Україна","['таблетки, по 50 мг/ 25 мг']","['tablets, 50 mg / 25 mg']","https://compendium.com.ua/info/165984/kapotiazid‐sup‐sup‐/","KAPOTІAZID®","CAPOTIAZIDE®"
"C09BA01","['Captopril', 'Diuretics']","['Каптоприл', 'Гідрохлортіазид']","НОРМОПРЕС","NORMOPRES","АТ ""Київський вітамінний завод"", м.Київ, Україна","['таблетки, по 50 мг/ 25 мг']","['tablets, 50 mg / 25 mg']","https://compendium.com.ua/info/169485/normopres/","NORMOPRES","NORMOPRES"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","БЕРЛІПРИЛ® ПЛЮС 10/25","BERLIPRIL® PLUS 10/25","БЕРЛІН‐ХЕМІ АГ, Німеччина","['таблетки, по 10 мг/25 мг']","['tablets, 10 mg / 25 mg']","https://compendium.com.ua/info/170541/berlipril‐sup‐sup‐pljus‐10‐25/","BERLІPRIL® PLJuS 10/25","BERLIPRIL® PLUS 10/25"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАЛАПРИЛ‐H‐ ЗДОРОВ’Я","ENALAPRIL‐H‐ ZDOROVYE","ТОВ ""Фармацевтична компанія ""Здоров\я"", Україна","['таблетки, по 10 мг/25 мг']","['tablets, 10 mg / 25 mg']","https://compendium.com.ua/info/168310/63495/","ENALAPRIL‐H‐ ZDOROV’Ja","ENALAPRIL‐H‐ ZDOROVYE"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАЛАПРИЛ‐HL‐ ЗДОРОВ’Я","ENALAPRIL‐HL‐ ZDOROVYE","ТОВ ""Фармацевтична компанія ""Здоров\я"", Україна","['таблетки, по 10 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg']","https://compendium.com.ua/info/168310/63495/","ENALAPRIL‐HL‐ ZDOROV’Ja","ENALAPRIL‐HL‐ ZDOROVYE"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАЛАПРИЛ Н‐ ФАРМЕКС","ENALAPRIL H‐ PHARMEX","ТОВ ""Фармекс Груп"", Україна","['таблетки, по 10 мг/25 мг']","['tablets, 10 mg / 25 mg']","https://compendium.com.ua/info/168310/63495/","ENALAPRIL N‐ FARMEKS","ENALAPRIL H‐ PHARMEX"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАЛАПРИЛ/ГІДРОХ ЛОРОТІАЗИД‐ТЕВА","ENALAPRIL/HYDROC HLOROTHIAZIDE‐ TEVA","АТ Фармацевтичний завод ТЕВА, Угорщина","['таблетки, по 10 мг/25 мг']","['tablets, 10 mg / 25 mg']","https://compendium.com.ua/info/325817/431126/","ENALAPRIL/GІDROH LOROTІAZID‐TEVA","ENALAPRIL/HYDROC HLOROTHIAZIDE‐ TEVA"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАЛОЗИД® 12,5; ЕНАЛОЗИД® 25;","ЕNALOZID 12,5; ЕNALOZID 25;","ПАТ ""Фармак"", м. Київ, Україна","['таблетки, по 10 мг/ 12,5 мг 10 мг/ 25 мг']","['tablets, 10 mg / 12.5 mg 10 mg / 25 mg']","https://compendium.com.ua/info/336931/enalozid‐sup‐sup‐12‐5‐enalozid‐sup‐sup‐25/","ENALOZID® 12,5; ENALOZID® 25;","ЕNALOZID 12,5; ЕNALOZID 25;"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАП® 20 НL","ENAP® 20 HL","КРКА, д.д., Ново место, Словенія","['таблетки, по 20 мг/25 мг']","['tablets, 20 mg / 25 mg']","https://mozdocs.kiev.ua/likiview.php?id=49043","ENAP® 20 NL","ENAP® 20 HL"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАП®‐НL; ЕНАП®‐Н;","ENAP®‐HL; ENAP®‐H;","КРКА, д.д., Ново место, Словенія","['таблетки, по 10 мг/12,5 мг 10 мг/25 мг']","['tablets, 10 mg / 12.5 mg 10 mg / 25 mg']","https://mozdocs.kiev.ua/likiview.php?id=38859","ENAP®‐NL; ENAP®‐N;","ENAP®‐HL; ENAP®‐H;"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","ЕНАЛАПРИЛ 10/ ГІДРОХЛОРОТІАЗИД 12,5 КРКА; ЕНАЛАПРИЛ 10/ ГІДРОХЛОРОТІАЗИД 25 КРКА; ЕНАЛАПРИЛ 20/ ГІДРОХЛОРОТІАЗИД 12,5 КРКА;","ENALAPRIL 10/ HYDROCHLOROTHIAZ IDE 12,5 KRKA; ENALAPRIL 10/ HYDROCHLOROTHIAZ IDE 25 KRKA; ENALAPRIL 20/ HYDROCHLOROTHIAZ IDE 12,5 KRKA;","КРКА, д.д., Ново место, Словенія","['таблетки, по 10 мг/12,5 мг, 10 мг/25 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg  10 mg / 25 mg 20 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=49031","ENALAPRIL 10/ GІDROHLOROTІAZID 12,5 KRKA; ENALAPRIL 10/ GІDROHLOROTІAZID 25 KRKA; ENALAPRIL 20/ GІDROHLOROTІAZID 12,5 KRKA;","ENALAPRIL 10/ HYDROCHLOROTHIAZ IDE 12,5 KRKA; ENALAPRIL 10/ HYDROCHLOROTHIAZ IDE 25 KRKA; ENALAPRIL 20/ HYDROCHLOROTHIAZ IDE 12,5 KRKA;"
"C09BA02","['Comb drug']","['Еналаприл', 'Індапамід']","ЕНЗИКС® ДУО ФОРТЕ","ENZIX ® DUO FORTE","""Хемофарм"" АД, Республіка Сербія","['таблетки, по 20 мг/25 мг']","['tablets, 20 mg / 25 mg']","https://compendium.com.ua/info/200179/enziks‐sup‐sup‐duo‐forte/","ENZIKS® DUO FORTE","ENZIX ® DUO FORTE"
"C09BA02","['Enalapril', 'Diuretics']","['Еналаприл', 'Гідрохлортіазид']","КО‐РЕНІТЕК®","CO‐RENITEC®","Мерк Шарп і Доум Б.В., Нідерланди","['таблетки, по 20 мг/12,5 мг']","['tablets, 20 mg / 12.5 mg']","https://compendium.com.ua/info/4295/ko‐renitek‐sup‐sup‐/","KO‐RENІTEK®","CO‐RENITEC®"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","КО‐ДИРОТОН®","CO‐DIROTON®","ТОВ ""Гедеон Ріхтер Польща"", Польща","['таблетки, по 10 мг/12,5 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg  20 mg / 12.5 mg']","https://compendium.com.ua/info/171722/ko‐diroton‐sup‐sup‐/","KO‐DIROTON®","CO‐DIROTON®"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазиду']","ЛІЗИНОПРАЗИД","LIZINOPRAZID","ТОВ ""АСТРАФАРМ"", м.Вишневе, Києво‐ Святошинський р‐н, Україна","['таблетки по 10 мг/12,5 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg  20 mg / 12.5 mg']","https://compendium.com.ua/info/326478/lizinoprazid/","LІZINOPRAZID","LIZINOPRAZID"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","ЛІЗИНОПРИЛ 10 НЛ КРКА; ЛІЗИНОПРИЛ 20 НЛ КРКА;","LISINOPRIL 10 НL KRKA; LISINOPRIL 20 НL KRKA;","КРКА‐ФАРМА д.о.о.","['таблетки, по 10 мг/12,5 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg 20 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=43550","LІZINOPRIL 10 NL KRKA; LІZINOPRIL 20 NL KRKA;","LISINOPRIL 10 НL KRKA; LISINOPRIL 20 НL KRKA;"
"C09BA03","['Lisinopril', '; Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","ЛІЗОПРЕС 10; ЛІЗОПРЕС 20;","LISOPRES 10; LISOPRES 20;","АТ ""Київський вітамінний завод"", м.Київ, Україна","['таблетки, по 10 мг/12,5 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg 20 mg / 12.5 mg']","https://compendium.com.ua/info/358502/lizopres‐10‐12‐5/","LІZOPRES 10; LІZOPRES 20;","LISOPRES 10; LISOPRES 20;"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","ЛІЗОТІАЗИД‐ТЕВА","LISOTHIAZIDE‐TEVA","АТ Фармацевтичний завод ТЕВА, Угорщина","['таблетки, по 10 мг/12,5 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg  20 mg / 12.5 mg']","https://compendium.com.ua/info/170626/","LІZOTІAZID‐TEVA","LISOTHIAZIDE‐TEVA"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","ЛІПРАЗИД 10; ЛІПРАЗИД 20;","LIPRAZID 10; LIPRAZID 20;","ПАТ ""Науково‐ виробничий центр ""Борщагівський хіміко‐","['таблетки, по 10 мг/12,5 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg  20 mg / 12.5 mg']","https://compendium.com.ua/info/166439/liprazid/","LІPRAZID 10; LІPRAZID 20;","LIPRAZID 10; LIPRAZID 20;"
"nan","['nan']","['nan']","nan","nan","фармацевтичний завод"", Україна","['nan']","['nan']","https://compendium.com.ua/info/166439/liprazid/","nan","nan"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","ЛОПРИЛ БОСНАЛЕК® Н 10; ЛОПРИЛ БОСНАЛЕК® Н 20;","LOPRIL BOSNALIJEK® H 10; LOPRIL BOSNALIJEK® H 20;","Босналек д.д., Боснія і Герцеговина","['таблетки, по 10 мг/12,5 мг 20 мг/12,5 мг']","['tablets, 10 mg / 12.5 mg  20 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=41038","LOPRIL BOSNALEK® N 10; LOPRIL BOSNALEK® N 20;","LOPRIL BOSNALIJEK® H 10; LOPRIL BOSNALIJEK® H 20;"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","СКОПРИЛ ПЛЮС®","SKOPRYL PLUS®","""Алкалоїд АД Скопє, Республіка Македонія/ Люпін Лімітед, Індія""","['таблетки по 20 мг/12,5 мг']","['tablets, 20 mg / 12.5 mg']","https://compendium.com.ua/info/172493/","SKOPRIL PLJuS®","SKOPRYL PLUS®"
"C09BA03","['Lisinopril', 'Diuretics']","['Лізиноприл', 'Гідрохлоротіазид']","СТАТОРЕМ®‐Н","STATORAM®‐H","ТОВ ""КУСУМ ФАРМ"", м. Суми, Україна","['таблетки, по 20/12,5 мг']","['tablets, 20 / 12.5 mg']","https://compendium.com.ua/info/361328/statorem‐n/","STATOREM®‐N","STATORAM®‐H"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапамід']","ІН‐АЛІТЕР","IN‐ALITER","ТОВ Науково‐ виробнича фірма ""МІКРОХІМ"", Україна","['таблетки, по 2 мг/0,625 мг 4 мг/1,25 мг 8 мг/2,5 мг']","['tablets , 2 mg / 0.625 mg  4 mg / 1.25 mg 8 mg / 2.5 mg']","https://compendium.com.ua/info/345975/in‐aliter/","ІN‐ALІTER","IN‐ALITER"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапамід']","ЕРУПНІЛ ПЛЮС","ERUPNIL PLUS","Гленмарк Фармасьютикалз ЛТД., Індія","['таблетки, по 2 мг/0,625 мг 4 мг/1,25 мг']","['tablets, 2 mg / 0.625 mg 4 mg / 1.25 mg']","https://mozdocs.kiev.ua/likiview.php?id=49108","ERUPNІL PLJuS","ERUPNIL PLUS"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапамід;']","КО‐ПРЕНЕСА®","CO‐PRENESSA®","ПАТ ""Київмедпрепарат"", м. Київ, Україна","['таблетки, по 2 мг/0,625 мг 4 мг/1,25 мг 8 мг/2,5 мг']","['tablets, 2 mg / 0.625 mg 4 mg / 1.25 mg  8 mg / 2.5 mg']","https://compendium.com.ua/info/172990/ko‐prenesa‐sup‐sup‐/","KO‐PRENESA®","CO‐PRENESSA®"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапамід;']","КО‐ПРЕНЕЛІЯ®","KO‐PRENELIA","ПАТ ""Київмедпрепарат"", Україна","['таблетки, по 4 мг/1,25 мг 8 мг/2,5 мг']","['tablets, 4 mg / 1.25 mg  8 mg / 2.5 mg']","https://compendium.com.ua/info/356622/ko‐prenelija/","KO‐PRENELІJa®","KO‐PRENELIA"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапаміду']","НОЛІПРЕЛ® 2 МГ/0,6 25 МГ","NOLIPREL® 2 MG/0.6 25 MG","""Лабораторії Сервє Індастрі, Франція""","['таблетки, по 2 мг/ 0,625 мг']","['tablets, 2 mg / 0.625 mg']","https://mozdocs.kiev.ua/likiview.php?id=50103","NOLІPREL® 2 MG/0,6 25 MG","NOLIPREL® 2 MG/0.6 25 MG"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапаміду']","НОЛІПРЕЛ® АРГІНІН ФОРТЕ","NOLIPREL® ARGININE FORTE","""Лабораторії Сервє Індастрі, Франція""","['таблетки, по 5 мг/ 1,25 мг']","['tablets, 5 mg / 1.25 mg']","https://compendium.com.ua/info/555605/90752‐90753‐679338/","NOLІPREL® ARGІNІN FORTE","NOLIPREL® ARGININE FORTE"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапаміду']","НОЛІПРЕЛ® БІ‐ ФОРТЕ","NOLIPREL® BI‐FORTE","Лабораторії Серв’є Індастрі, Франція","['таблетки, по 10 мг/ 2,5 мг']","['tablets, 10 mg / 2.5 mg']","https://compendium.com.ua/info/172777/noliprel‐sup‐sup‐bi‐forte/","NOLІPREL® BІ‐ FORTE","NOLIPREL® BI‐FORTE"
"C09BA04","['Perindopril', 'Diuretics']","['Периндоприл', 'Індапаміду']","НОЛІПРЕЛ® ФОРТЕ 4,0 МГ/1,25 МГ","NOLIPREL® FORTE 4.0 MG/1.25 MG","Лабораторії Серв’є Індастрі, Франція","['таблетки, по 4,0 мг/ 1,25 мг']","['tablets, 4.0 mg / 1.25 mg']","https://mozdocs.kiev.ua/likiview.php?id=50104","NOLІPREL® FORTE 4,0 MG/1,25 MG","NOLIPREL® FORTE 4.0 MG/1.25 MG"
