"medicine_name","eml_section","formulations","indication","combined_with","status","atc_classification","source"
"levetiracetam","Antiseizure medicines","Oral > Liquid: 100 mg per  mL
Oral > Solid > tablet: 250 mg; 500 mg; 750 mg; 1000 mg
Parenteral > General injections > IV: 500 mg per 5 mL in 5 mL vial; 5 mg per  mL in 100 mL bag; 10 mg per  mL in 100 mL bag; 15 mg per  mL in 100 mL bag","Epilepsy or seizures","","Added","N03AX14","who.int"
"levetiracetam","Antiseizure medicines","Oral > Liquid: 100 mg per  mL
Oral > Solid > tablet: 250 mg; 500 mg; 750 mg; 1000 mg
Parenteral > General injections > IV: 500 mg per 5 mL in 5 mL vial; 5 mg per  mL in 100 mL bag; 10 mg per  mL in 100 mL bag; 15 mg per  mL in 100 mL bag","Status epilepticus","","Added","N03AX14","who.int"
"levodopa","Antiseizure medicines","Oral > Solid: 250 mg","Parkinson disease","","Removed","N04BA01","who.int"
"levodopa + benserazide","Medicines for parkinsonism","","Parkinson disease","","Added","nan","who.int"
"levodopa + carbidopa","Medicines for parkinsonism","Oral > Solid: 100 mg + 10 mg tablet; 250 mg + 25 mg tablet; 100 mg + 25 mg tablet","Parkinson disease","","Added","N04BA02","who.int"
"levofloxacin","Antituberculosis medicines","Oral > Solid: 250 mg tablet; 500 mg tablet; 750 mg tablet; 100 mg tablet (dispersible)","Multi-drug resistant Mycobacterium tuberculosis","","Added","J01MA12","who.int"
"levonorgestrel","Oral hormonal contraceptives","Oral > Solid: 750 µg [2]; 1.5 mg [1]
Oral > Solid: 30 µg","Contact with health services for postcoital contraception","","Added","G03AD01","who.int"
"levonorgestrel","Oral hormonal contraceptives","Oral > Solid: 750 µg [2]; 1.5 mg [1]
Oral > Solid: 30 µg","Contact with health services for contraceptive management","","Added","G03AC03","who.int"
"levonorgestrel","Intrauterine devices","Intrauterine system with reservoir containing 52 mg of levonorgestrel.","Contact with health services for insertion of contraceptive device","","Added","G02BA03","who.int"
"levonorgestrel-releasing implant","Implantable contraceptives","Implant > Subdermal: 75 mg per  rod (two-rods)","Contact with health services for insertion of contraceptive device","","Added","G03AC03","who.int"
"levothyroxine","Thyroid hormones and antithyroid medicines","Oral > Solid: 50 µg (sodium salt); 100 µg (sodium salt); 25 µg (sodium salt)","Hypothyroidism","","Added","H03AA01","who.int"
"lidocaine","Antiarrhythmic medicines","Parenteral > General injections > IV: 20 mg per  mL in 5 mL ampoule (hydrochloride)","Ventricular tachyarrhythmia","","Added","C01BB01","who.int"
"lidocaine","Local anaesthetics","Parenteral > Locoregional injections > Spinal anaesthesia: 5% in 2 mL ampoule (hydrochloride) + 7.5% glucose solution
Parenteral > Locoregional injections > Other: 1% in vial (hydrochloride); 2% in vial (hydrochloride)
Local > Topical > unspecified: 2 to 4% (hydrochloride)","Local anaesthetics","","Added","N01BB02","who.int"
"lidocaine + epinephrine","Local anaesthetics","Parenteral > Locoregional injections > Other: 1% (lidocaine hydrochloride OR lidocaine sulfate) + 1:200 000 epinephrine in vial; 2% (lidocaine hydrochloride OR lidocaine sulfate) + 1:200 000 epinephrine in vial
Local > Dental > Cartridge: 2% (lidocaine hydrochloride) + 1:80 000 epinephrine","Local anaesthetics","","Added","N01BB52","who.int"
"lindane","Dermatological medicines > Scabicides and pediculicides","Local > Topical > Cream: 1%
Local > Topical > Lotion: 1%","Scabies","","Removed","P03AB02","who.int"
"linezolid","Reserve group antibiotics","Parenteral > General injections > IV: 2 mg per  mL in 300 mL bag
Oral > Liquid: 100 mg per 5 mL powder for oral liquid
Oral > Solid: 400 mg tablet; 600 mg tablet","Other specified bacterial diseases","","Removed","J01XX08","who.int"
"linezolid","Antituberculosis medicines","Oral > Solid: 600 mg tablet; 150 mg tablet (dispersible)","Multi-drug resistant Mycobacterium tuberculosis","","Added","J01XX08","who.int"
"lisinopril + amlodipine","Antihypertensive medicines","Oral > Solid: 10 mg + 5 mg; 20 mg + 5 mg; 20 mg + 10 mg","Essential hypertension","","Added","C09BB03","who.int"
"lisinopril + hydrochlorothiazide","Antihypertensive medicines","Oral > Solid: 10 mg + 12.5 mg; 20 mg + 12.5 mg; 20 mg + 25 mg","Essential hypertension","","Added","C09BA03","who.int"
"lisocabtagene maraleucel","Antineoplastics and supportive medicines","","Diffuse large B-cell lymphomas","","Removed","nan","who.int"
"lithium carbonate","Medicines for bipolar disorders","Oral > Solid: 300 mg","Bipolar or related disorders","","Added","N05AN01","who.int"
"long-acting insulin analogues","Insulins","Parenteral > General injections > SC: 100 IU per  mL in 3 mL cartridge; 100 IU per  mL in 3 mL pre-filled pen","Type 1 diabetes mellitus","","Added","A10AE06","who.int"
"long-acting insulin analogues","Insulins","Parenteral > General injections > SC: 100 IU per  mL in 3 mL cartridge; 100 IU per  mL in 3 mL pre-filled pen","Type 1 diabetes mellitus","","Added","A10AE05","who.int"
"long-acting insulin analogues","Insulins","Parenteral > General injections > SC: 100 IU per  mL in 3 mL cartridge; 100 IU per  mL in 3 mL pre-filled pen","Type 1 diabetes mellitus","","Added","A10AE04","who.int"
"long-acting insulin analogues","Insulins","Parenteral > General injections > SC: 100 IU per  mL in 3 mL cartridge; 100 IU per  mL in 3 mL pre-filled pen","Type 2 diabetes mellitus","","Added","A10AE06","who.int"
"long-acting insulin analogues","Insulins","Parenteral > General injections > SC: 100 IU per  mL in 3 mL cartridge; 100 IU per  mL in 3 mL pre-filled pen","Type 2 diabetes mellitus","","Added","A10AE05","who.int"
"long-acting insulin analogues","Insulins","Parenteral > General injections > SC: 100 IU per  mL in 3 mL cartridge; 100 IU per  mL in 3 mL pre-filled pen","Type 2 diabetes mellitus","","Added","A10AE04","who.int"
"loperamide","Medicines for other common symptoms in palliative care","Oral > Solid: 2 mg solid oral dosage form","Palliative care","","Added","A07DA03","who.int"
"lopinavir + ritonavir","Antiretrovirals > Protease inhibitors","Oral > Solid: 100 mg + 25 mg tablet (heat-stable); 200 mg + 50 mg tablet (heat-stable); 40 mg + 10 mg","Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified","","Added","J05AR10","who.int"
"loratadine","Antiallergics and medicines used in anaphylaxis","Oral > Liquid: 1 mg per  mL
Oral > Solid: 10 mg","Allergic or hypersensitivity conditions of unspecified type","","Added","R06AX13","who.int"
"lorazepam","Antiseizure medicines","Parenteral > General injections > IV: 2 mg per  mL in 1 mL ampoule; 4 mg per  mL in 1 mL ampoule","Status epilepticus","","Added","N05BA06","who.int"
"losartan","Antihypertensive medicines","Oral > Solid: 25 mg tablet; 50 mg tablet; 100 mg tablet","Essential hypertension","","Added","C09CA01","who.int"
"losartan","Medicines used in heart failure","Oral > Solid: 25 mg tablet; 50 mg tablet; 100 mg tablet","Heart failure","","Added","C09CA01","who.int"
"lovastatin","Lipid-lowering agents","","Mixed hyperlipidaemia","","Added","nan","who.int"
"lovastatin","Lipid-lowering agents","","Coronary atherosclerosis","","Added","nan","who.int"
"lugol's solution","Thyroid hormones and antithyroid medicines","Oral > Liquid: 13% w/v (about 130 mg/mL total iodine)","Thyrotoxicosis","","Added","H03CA","who.int"
"magnesium sulfate","Antiseizure medicines","Parenteral > General injections > IV: 500 mg per  mL in 2 mL ampoule (equivalent to 1 g in 2 mL; 50% weight/volume)
Parenteral > General injections > IM: 500 mg per  mL in 10 mL ampoule (equivalent to 5 g in 10 mL; 50% weight/volume)","Severe pre-eclampsia","","Added","B05XA05","who.int"
"magnesium sulfate","Antiseizure medicines","Parenteral > General injections > IV: 500 mg per  mL in 2 mL ampoule (equivalent to 1 g in 2 mL; 50% weight/volume)
Parenteral > General injections > IM: 500 mg per  mL in 10 mL ampoule (equivalent to 5 g in 10 mL; 50% weight/volume)","Eclampsia","","Added","B05XA05","who.int"
"mannitol","Diuretics","Parenteral > General injections > IV: 10% solution; 20% solution","Ocular hypertension","","Added","B05BC01","who.int"
"mannitol","Diuretics","Parenteral > General injections > IV: 10% solution; 20% solution","Cerebral oedema","","Added","B05BC01","who.int"
"measles vaccine","Recommendations for all immunization programmes","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against measles alone","","Added","J07BD01","who.int"
"mebendazole","Intestinal anthelminthics","Oral > Solid > tablet: 100 mg (chewable); 500 mg (chewable)","Ascariasis","","Added","P02CA01","who.int"
"mebendazole","Intestinal anthelminthics","Oral > Solid > tablet: 100 mg (chewable); 500 mg (chewable)","Enterobiasis","","Added","P02CA01","who.int"
"mebendazole","Intestinal anthelminthics","Oral > Solid > tablet: 100 mg (chewable); 500 mg (chewable)","Trichuriasis","","Added","P02CA01","who.int"
"mebendazole","Intestinal anthelminthics","Oral > Solid > tablet: 100 mg (chewable); 500 mg (chewable)","Hookworm diseases","","Added","P02CA01","who.int"
"mebendazole","Cysticidal medicines","Oral > Solid > tablet: 500 mg (chewable); 100 mg (chewable)","Other specified echinococcosis","","Added","P02CA01","who.int"
"medroxyprogesterone acetate","Injectable hormonal contraceptives","Parenteral > General injections > IM: 150 mg per  mL in 1 mL vial
Parenteral > General injections > SC: 104 mg per 0.65 mL in pre-filled syringe; 104 mg per 0.65 mL in single dose injection delivery system","Contact with health services for reasons associated with reproduction","","Added","G03AC06","who.int"
"medroxyprogesterone acetate","Progestogens","Oral > Solid: 5 mg","Excessive menstruation with irregular cycle","","Added","G03DA02","who.int"
"mefloquine","Antimalarial medicines > For curative treatment","Oral > Solid: 250 mg tablet (hydrochloride)","Malaria due to Plasmodium falciparum","","Added","P01BC02","who.int"
"mefloquine","Antimalarial medicines > For curative treatment","Oral > Solid: 250 mg tablet (hydrochloride)","Malaria due to Plasmodium vivax","","Added","P01BC02","who.int"
"mefloquine","Antimalarial medicines > For chemoprevention","Oral > Solid: 250 mg tablet (hydrochloride)","Malaria due to Plasmodium falciparum","","Added","P01BC02","who.int"
"meglumine antimoniate","Antileishmaniasis medicines","Parenteral > General injections > IM: 1.5 g per 5 mL in 5 mL ampoule","Visceral leishmaniasis","","Added","P01CB01","who.int"
"meglumine antimoniate","Antileishmaniasis medicines","Parenteral > General injections > IM: 1.5 g per 5 mL in 5 mL ampoule","Mucocutaneous leishmaniasis","","Added","P01CB01","who.int"
"meglumine antimoniate","Antileishmaniasis medicines","Parenteral > General injections > IM: 1.5 g per 5 mL in 5 mL ampoule","Cutaneous leishmaniasis","","Added","P01CB01","who.int"
"meglumine iotroxate","Diagnostic agents > Radiocontrast media","Parenteral > General injections > IV: 5 to 8 g iodine (as meglumine) in 100 to 250 mL","X-ray contrast media, iodinated","","Added","V08AC02","who.int"
"melarsoprol","Medicines for the treatment of 2nd stage African trypanosomiasis","Parenteral > General injections > IV: 3.6% in 5 mL ampoule solution (180 mg of active compound)","African trypanosomiasis","","Added","P01CD01","who.int"
"melphalan","Cytotoxic medicines","Parenteral > General injections > IV: 50 mg in vial powder for injection
Oral > Solid: 2 mg","Plasma cell myeloma","","Added","L01AA03","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH01","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH02","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH03","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH04","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH05","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH06","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH07","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH08","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH09","who.int"
"meningococcal meningitis vaccine","Recommendations for some high-risk populations","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against single bacterial diseases","","Added","J07AH10","who.int"
"mercaptopurine","Cytotoxic medicines","Oral > Solid: 50 mg tablet
Oral > Liquid: 20 mg per  mL","Unspecified malignant neoplasms of ill-defined or unspecified sites","","Removed","L01BB02","who.int"
