"rxcui","ingredient","ing_rxcui"
"198242","temazepam","10355"
"198243","temazepam","10355"
"198245","terconazole","37806"
"198248","tetracaine","10391"
"198250","tetracycline","10395"
"198252","tetracycline","10395"
"198255","theophylline","10438"
"198264","theophylline","10438"
"198269","thioguanine","10485"
"198270","thioridazine","10502"
"198274","thioridazine","10502"
"198275","thioridazine","10502"
"198277","thyroid (USP)","10572"
"198278","thyroid (USP)","10572"
"198284","timolol","10600"
"198285","timolol","10600"
"198286","timolol","10600"
"198287","tiopronin","6765"
"198292","tolazamide","10633"
"198293","tolazamide","10633"
"198294","tolbutamide","10635"
"198295","tolmetin","10636"
"198296","tolmetin","10636"
"198297","tolmetin","10636"
"198300","tretinoin","10753"
"198312","triamterene","10763"
"198313","triamterene","10763"
"198314","hydrochlorothiazide","5487"
"198314","triamterene","10763"
"198316","hydrochlorothiazide","5487"
"198316","triamterene","10763"
"198317","triazolam","10767"
"198318","triazolam","10767"
"198322","trifluoperazine","10800"
"198323","trifluoperazine","10800"
"198324","trifluoperazine","10800"
"198325","trifluoperazine","10800"
"198332","trimethoprim","10829"
"198334","sulfamethoxazole","10180"
"198334","trimethoprim","10829"
"198335","sulfamethoxazole","10180"
"198335","trimethoprim","10829"
"198342","urea","11002"
"198352","zidovudine","11413"
"198358","felbamate","24812"
"198359","felbamate","24812"
"198360","interferon beta-1b","72257"
"198363","prednicarbate","34369"
"198365","prochlorperazine","8704"
"198368","phenobarbital","8134"
"198369","torsemide","38413"
"198370","torsemide","38413"
"198371","torsemide","38413"
"198372","torsemide","38413"
"198373","calcipotriene","29365"
"198377","tacrolimus","42316"
"198378","tacrolimus","42316"
"198379","tacrolimus","42316"
"198380","tioconazole","38298"
"198382","famciclovir","68099"
"198384","isoniazid","6038"
"198384","pyrazinamide","8987"
"198384","rifampin","9384"
"198405","ibuprofen","5640"
"198412","tromethamine","10865"
"198426","4-cresyl acetate","14997"
"198427","lamotrigine","28439"
"198428","lamotrigine","28439"
"198429","lamotrigine","28439"
"198430","lamotrigine","28439"
"198434","acetaminophen","161"
"198436","acetaminophen","161"
"198437","acetaminophen","161"
"198439","acetaminophen","161"
"198440","acetaminophen","161"
"198443","acetaminophen","161"
"198444","acetaminophen","161"
"198445","acetaminophen","161"
"198464","aspirin","1191"
"198466","aspirin","1191"
"198467","aspirin","1191"
"198471","aspirin","1191"
"198473","aspirin","1191"
"198475","aspirin","1191"
"198479","aspirin","1191"
"198479","caffeine","1886"
"198480","aspirin","1191"
"198480","caffeine","1886"
"198487","benzocaine","1399"
"198488","benzocaine","1399"
"198494","benzocaine","1399"
"198496","benzocaine","1399"
"198503","benzoyl peroxide","1418"
"198507","biotin","1588"
"198509","bisacodyl","1596"
"198513","Saccharomyces cerevisiae","9511"
"198520","caffeine","1886"
"198527","calcium carbonate","1897"
"198538","calcium citrate","47613"
"198546","calcium gluconate","1908"
"198547","calcium gluconate","1908"
"198553","calcium lactate","47622"
"198555","capsaicin","1992"
"198556","capsaicin","1992"
"198561","levocarnitine","42955"
"198572","chloroxylenol","20877"
"198581","choline","2449"
"198584","ubidecarenone","21406"
"198587","ubidecarenone","21406"
"198589","ubidecarenone","21406"
"198590","ubidecarenone","21406"
"198600","dibucaine","3339"
"198601","dibucaine","3339"
"198602","dimenhydrinate","3444"
"198603","dimenhydrinate","3444"
"198604","dimethicone","324072"
"198605","dimethicone","324072"
"198624","ferrous fumarate","24941"
"198630","ferrous gluconate","24942"
"1986329","valbenazine","1918219"
"1986331","valbenazine","1918219"
"1986354","insulin aspart, human","51428"
"1986356","insulin aspart, human","51428"
"1986360","salicylic acid","9525"
"1986365","salicylic acid","9525"
"1986373","soybean oil","9949"
"1986373","olive oil","1309250"
"1986378","soybean oil","9949"
"1986378","olive oil","1309250"
"1986381","soybean oil","9949"
"1986381","olive oil","1309250"
"1986382","soybean oil","9949"
"1986382","olive oil","1309250"
"1986385","soybean oil","9949"
"1986385","olive oil","1309250"
"1986386","soybean oil","9949"
"1986386","olive oil","1309250"
"1986388","soybean oil","9949"
"1986388","olive oil","1309250"
"1986389","soybean oil","9949"
"1986389","olive oil","1309250"
"198640","folic acid","4511"
"198641","folic acid","4511"
"1986437","nitrogen","7456"
"1986442","tisagenlecleucel","1986438"
"1986447","tisagenlecleucel","1986438"
"1986791","ethinyl estradiol","4124"
"1986791","norethindrone","7514"
"1986791","ferrous fumarate","24941"
"1986813","acalabrutinib","1986808"
"1986819","acalabrutinib","1986808"
"1986825","varicella zoster virus glycoprotein E","1986821"
"198683","glucose","4850"
"1986830","varicella zoster virus glycoprotein E","1986821"
"198687","guaifenesin","5032"
"1986885","rolapitant","1665496"
"1986889","rolapitant","1665496"
"198693","hexylresorcinol","5321"
"1987013","vitamin A","11246"
"1987017","capsaicin","1992"
"1987017","lidocaine","6387"
"1987017","trolamine salicylate","38866"
"198706","hydrocortisone","5492"
"198707","hydrocortisone","5492"
"198709","ichthammol","5645"
"198711","inositol","5833"
"198713","inositol","5833"
"198735","lysine","6536"
"198740","magnesium oxide","6582"
"1987402","axicabtagene ciloleucel","1987398"
"1987407","axicabtagene ciloleucel","1987398"
"198741","magnesium oxide","6582"
"198742","magnesium salicylate","52364"
"198748","merbromin","6762"
"198750","methylcellulose","6873"
"198751","methylene blue","6878"
"198752","methyl salicylate","29787"
"198759","niacin","7393"
"198760","niacin","7393"
"198761","nonoxynol-9","53750"
"198762","nonoxynol-9","53750"
"1987644","tretinoin","10753"
"1987646","tretinoin","10753"
"1987647","lidocaine","6387"
"198765","nonoxynol-9","53750"
"198767","pancreatin","7880"
"1987674","witch hazel","89821"
"1987732","bosutinib","1307619"
"1987734","bosutinib","1307619"
"198776","phenol","33290"
"198806","polysaccharide iron complex","105669"
"198818","povidone-iodine","8611"
"1988308","diltiazem","3443"
"1988311","diltiazem","3443"
"1988316","diltiazem","3443"
"1988319","diltiazem","3443"
"1988324","diltiazem","3443"
"1988330","diltiazem","3443"
"198836","rutin","9500"
"1988394","latanoprostene bunod","1988390"
"1988399","latanoprostene bunod","1988390"
"1988416","tolnaftate","10637"
"198845","salicylic acid","9525"
"198852","simethicone","9796"
"198853","simethicone","9796"
"198857","simethicone","9796"
"1988574","inulin","5924"
"1988574","Lacticaseibacillus rhamnosus","100278"
"198859","sodium bicarbonate","36676"
"198861","sodium bicarbonate","36676"
"198864","calcium carbonate","1897"
"198864","sodium fluoride","9873"
"198865","calcium carbonate","1897"
"198865","sodium fluoride","9873"
"1988652","letermovir","1988648"
"1988657","letermovir","1988648"
"1988660","letermovir","1988648"
"1988661","letermovir","1988648"
"1988666","letermovir","1988648"
"1988671","letermovir","1988648"
"1988673","letermovir","1988648"
"1988675","letermovir","1988648"
"198871","sulfur","10223"
"1988768","brigatinib","1921217"
"1988770","brigatinib","1921217"
"1988772","brigatinib","1921217"
"1988785","brigatinib","1921217"
"1988786","brigatinib","1921217"
"198880","trolamine salicylate","38866"
"198881","trolamine salicylate","38866"
"198882","tyrosine","10962"
"198884","urea","11002"
"198885","urea","11002"
"198886","urea","11002"
"198887","urea","11002"
"198891","vitamin B12","11248"
"198893","ascorbic acid","1151"
"198896","ascorbic acid","1151"
"198897","ascorbic acid","1151"
"1988974","pregabalin","187832"
"1988977","pregabalin","187832"
"1988980","pregabalin","187832"
"198899","vitamin K","11258"
"198902","zinc gluconate","58300"
"198903","zinc gluconate","58300"
"198906","zinc gluconate","58300"
"198907","zinc gluconate","58300"
"1989081","bosentan","75207"
"1989085","bosentan","75207"
"1989104","benralizumab","1989100"
"1989109","benralizumab","1989100"
"198911","zinc oxide","11423"
"1989112","epinephrine","3992"
"1989117","epinephrine","3992"
"198915","zinc sulfate","39954"
"1989202","psyllium","8928"
"198936","magnesium lactate","214688"
"198946","vitamin B6","42954"
"198949","vitamin B6","42954"
"1989491","capsaicin","1992"
"1989491","menthol","6750"
"1989491","methyl salicylate","29787"
"198950","vitamin B6","42954"
"1989500","rilpivirine","1102270"
"1989500","dolutegravir","1433868"
"1989506","rilpivirine","1102270"
"1989506","dolutegravir","1433868"
"1989507","ethinyl estradiol","4124"
"1989507","norethindrone","7514"
"1989507","ferrous fumarate","24941"
"198952","vitamin B6","42954"
"198953","vitamin B6","42954"
"198958","chromium picolinate","59308"
"198959","magnesium, chelated","215976"
"1989799","emicizumab","1989794"
"1989804","emicizumab","1989794"
"1989809","emicizumab","1989794"
"1989811","emicizumab","1989794"
"1989814","emicizumab","1989794"
"1989815","emicizumab","1989794"
"1989816","emicizumab","1989794"
"1989817","emicizumab","1989794"
"1989823","vestronidase alfa","1989819"
"1989828","vestronidase alfa","1989819"
"1989873","ethinyl estradiol","4124"
"1989873","norethindrone","7514"
"1989873","ferrous fumarate","24941"
"1989901","polyethylene glycol 400","8514"
"1989901","propylene glycol","34693"
"198993","magnesium hydroxide","6581"
"198993","malic acid","29209"
"198994","melatonin","6711"
"199005","benzocaine","1399"
"199005","chloroxylenol","20877"
"199006","benzocaine","1399"
"199006","chloroxylenol","20877"
"199012","hydrogen peroxide","5499"
"199021","biotin","1588"
"199041","amcinonide","17652"
"199047","famotidine","4278"
"199055","metronidazole","6922"
"199058","mycophenolate mofetil","68149"
"199059","nalmefene","31479"
"199071","benzocaine","1399"
"199072","urea","11002"
"1990745","methadone","6813"
"199078","capsaicin","1992"
"199083","ascorbic acid","1151"
"1990857","factor IX","4249"
"1990862","factor IX","4249"
"1990866","exenatide","60548"
"1990869","exenatide","60548"
"1990881","dextromethorphan","3289"
"1990881","phenylephrine","8163"
"1990881","dexchlorpheniramine","22697"
"199090","urea","11002"
"199099","zinc oxide","11423"
"199105","lidocaine","6387"
"199105","menthol","6750"
"199106","pyrantel","8984"
"199107","pyrantel","8984"
"199119","omeprazole","7646"
"199123","bicalutamide","83008"
"199126","tolnaftate","10637"
"199129","chloroxylenol","20877"
"199130","ethanol","448"
"1991306","semaglutide","1991302"
"1991311","semaglutide","1991302"
"1991316","semaglutide","1991302"
"1991317","semaglutide","1991302"
"1991328","epinephrine","3992"
"1991329","epinephrine","3992"
"199134","salicylic acid","9525"
"199135","salicylic acid","9525"
"1991411","desmopressin","3251"
"1991412","nivolumab","1597876"
"1991413","nivolumab","1597876"
"1991422","benzocaine","1399"
"199143","niacin","7393"
"199147","lamivudine","68244"
"199148","lamivudine","68244"
"199149","acarbose","16681"
"199150","acarbose","16681"
"1991509","magnesium oxide","6582"
"1991509","citric acid","21183"
"1991509","picosulfurate","1546458"
"199153","glutamine","4885"
"199156","vitamin E","11256"
"199156","ubidecarenone","21406"
"199158","pamabrom","54365"
"199159","tretinoin","10753"
"199161","salicylic acid","9525"
"199162","glycerin","4910"
"199163","melatonin","6711"
"199164","phenobarbital","8134"
"199166","ubidecarenone","21406"
"199167","phenobarbital","8134"
"199168","phenobarbital","8134"
"199171","melatonin","6711"
"199171","vitamin B6","42954"
"199172","melatonin","6711"
"199172","vitamin B6","42954"
"199176","hydroquinone","5509"
"199178","ferrous fumarate","24941"
"199184","vitamin B12","11248"
"199192","famciclovir","68099"
"199193","famciclovir","68099"
"1991946","cetirizine","20610"
"199206","riluzole","35623"
"199209","biotin","1588"
"199211","cisatracurium","319864"
"199212","cisatracurium","319864"
"199213","salicylic acid","9525"
"1992169","insulin lispro","86009"
"1992171","insulin lispro","86009"
"199219","bromelains","1752"
"199223","chromium, chelated","253160"
"199224","anastrozole","84857"
"1992273","clobetasol","2590"
"1992274","clobetasol","2590"
"1992281","clobetasol","2590"
"1992282","clobetasol","2590"
"1992299","timolol","10600"
"1992300","timolol","10600"
"1992303","timolol","10600"
"1992304","timolol","10600"
"1992305","timolol","10600"
"199233","bran","104125"
"199234","chromium, chelated","253160"
"199235","chlorophyll","2388"
"199239","betaine","1512"
"199240","folic acid","4511"
"199240","vitamin B12","11248"
"1992418","psyllium","8928"
"1992427","apixaban","1364430"
"1992428","apixaban","1364430"
"199243","tyrosine","10962"
"199245","glimepiride","25789"
"199246","glimepiride","25789"
"199247","glimepiride","25789"
"199249","ritonavir","85762"
"1992526","diphenhydramine","3498"
"1992526","phenylephrine","8163"
"1992531","menthol","6750"
"1992531","dyclonine","23744"
"1992531","pectin","32987"
"1992536","rabies immune globulin, human","89886"
"1992538","rabies immune globulin, human","89886"
"1992545","arsenic trioxide","18330"
"1992547","arsenic trioxide","18330"
"1992566","glycopyrronium","1546438"
"1992571","glycopyrronium","1546438"
"199258","oxymetholone","7813"
"199260","manganese gluconate","52403"
"1992685","metformin","6809"
"1992685","ertugliflozin","1992672"
"1992691","metformin","6809"
"1992691","ertugliflozin","1992672"
"1992693","metformin","6809"
"1992693","ertugliflozin","1992672"
"1992695","metformin","6809"
"1992695","ertugliflozin","1992672"
"1992698","metformin","6809"
"1992698","ertugliflozin","1992672"
"1992700","metformin","6809"
"1992700","ertugliflozin","1992672"
"1992701","metformin","6809"
"1992701","ertugliflozin","1992672"
"1992703","metformin","6809"
"1992703","ertugliflozin","1992672"
"1992810","ertugliflozin","1992672"
"1992816","ertugliflozin","1992672"
"1992819","ertugliflozin","1992672"
"1992821","ertugliflozin","1992672"
"1992826","sitagliptin","593411"
"1992826","ertugliflozin","1992672"
"1992832","sitagliptin","593411"
"1992832","ertugliflozin","1992672"
"1992835","sitagliptin","593411"
"1992835","ertugliflozin","1992672"
"1992837","sitagliptin","593411"
"1992837","ertugliflozin","1992672"
"1992868","netarsudil","1992864"
"1992873","netarsudil","1992864"
"199292","arginine","1091"
"1993067","hydrogen peroxide","5499"
"1993075","sodium fluoride","9873"
"1993077","sodium fluoride","9873"
"1993079","sodium fluoride","9873"
"199308","salicylic acid","9525"
"199310","azathioprine","1256"
"1993219","acetaminophen","161"
"1993219","dextromethorphan","3289"
"1993219","diphenhydramine","3498"
"1993219","guaifenesin","5032"
"1993219","phenylephrine","8163"
"199322","lamotrigine","28439"
"1993220","acetaminophen","161"
"1993220","dextromethorphan","3289"
"1993220","diphenhydramine","3498"
"1993220","guaifenesin","5032"
"1993220","phenylephrine","8163"
"1993222","benznidazole","18994"
"1993224","epinephrine","3992"
"1993224","prilocaine","8686"
"199342","penicillamine","7975"
"199351","trandolapril","38454"
"199352","trandolapril","38454"
"199353","trandolapril","38454"
"199359","vitamin E","11256"
"199362","cholecalciferol","2418"
"199364","vitamin B12","11248"
"199365","vitamin B12","11248"
"199367","quercetin","9060"
"199368","quercetin","9060"
"199369","phenylbutyrate","81647"
"199370","ciprofloxacin","2551"
"199371","pectin","32987"
"199372","chlorophyllin copper complex","82242"
"199374","vitamin B12","11248"
"199376","potassium citrate","54993"
"199378","carbamazepine","2002"
"199381","potassium citrate","54993"
"199387","risperidone","35636"
"199388","cidofovir","83171"
"199389","glucosamine","4845"
"199390","etodolac","24605"
"199393","menthol","6750"
"199420","nizatidine","42319"
"199422","nevirapine","53654"
"199424","melatonin","6711"
"199425","melatonin","6711"
"1994347","hepatitis B surface antigen vaccine","797752"
