atc_classification,activeingredient,activeingredient_cy,brandname_uk_cy,brandname_uk_lat,manufacturer,dosage_cy,dosage,info_uk
C07AG02,Carvedilol,Карведилол,КАРВЕДИЛОЛ‐КВ,CARVEDILOL‐KV,"АТ ""Київський вітамінний завод"",
м.Київ, Україна","таблетки по 12,5 мг; 25 мг;",12.5 mg tablets; 25 mg;,NA
C07AG02,Carvedilol,Карведилол,КАРВИДЕКС®,CARVIDEX,"Д‐р Редді'с Лабораторіс Лтд,
Індія","таблетки по 6,25 мг; 12,5 мг; 25 мг;",tablets 6.25 mg; 12.5 mg ; 25 mg;,https://compendium.com.ua/info/171691/113040/
C07AG02,Carvedilol,Карведилол,КАРВІУМ,CARVIUM,Лабормед‐Фарма С.А.,"таблетки по 6,25 мг; 12,5 мг; 25 мг;",tablets 6.25 mg; 12.5 mg ; 25 mg;,https://compendium.com.ua/info/252040/karvium/
C07AG02,Carvedilol,Карведилол,КАРДІОСТАД,CARDIOSTAD,"СТАДА
Арцнайміттель АГ
(випуск серій),
Німеччина / Сербія","таблетки по 6,25 мг; 12,5 мг; 25 мг;",tablets 6.25 mg; 12.5 mg ; 25 mg;,https://compendium.com.ua/info/169555/kardiostad‐sup‐sup‐/
C07AG02,Carvedilol,Карведилол,КОРВАЗАН®,CORVASAN,"ПАТ
""Київмедпрепарат"",
м. Київ, Україна","таблетки, по 12,5
мг; 25 мг;","tablets, 12.5 mg; 25 mg;",https://compendium.com.ua/info/168133/korvazan‐sup‐sup‐/
C07AG02,Carvedilol,Карведилол,КОРІОЛ®,CORYOL®,"КРКА, д.д., Ново место, Словенія","таблетки по 3,125
мг; 6,25 мг; 12,5 мг;
25 мг;","tablets 3.125 mg;
6.25 mg; 12.5 mg; 25
mg;",https://compendium.com.ua/info/162446/koriol‐sup‐sup‐/
C07AG02,Carvedilol,Карведилол,МЕДОКАРДИЛ,MEDOCARDIL,"Медокемі ЛТД, Кіпр","таблетки по 25 мг; 6,25 мг;",tablets 25 mg; 6.25 mg;,https://compendium.com.ua/info/172006/medokardil/
C07AB07,Bisoprolol,Бісопролол,РІВОКОР,RIVOCOR,"Рівофарм СА, Швейцарія","таблетки, по 10 мг; 5 мг;","tablets, 10 mg; 5 mg;",https://mozdocs.kiev.ua/likiview.php?id=49655
C07AG02,Carvedilol,Карведилол,ТАЛЛІТОН®,TALLITON®,"ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина","таблетки по 12,5 мг; 25 мг; 6,25 мг;","tablets 12.5 mg; 25
mg; 6.25 mg;",https://compendium.com.ua/info/168362/talliton‐sup‐sup‐/
C08CA01,Amlodipine,Амлодипін,"АГЕН® 5
АГЕН® 10","AGEN® 5
AGEN® 10",ТОВ «Зентіва»,"таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/167787/agen‐sup‐sup‐5‐agen‐sup‐sup‐10/
C08CA01,Amlodipine,Амлодипін,АЗОМЕКС,ASOMEX,"Емкйор Фармасьютiкалс
Лтд.","таблетки по 2,5 мг; 5 мг;",tablets 2.5 mg; 5 mg;,https://compendium.com.ua/info/169591/azomeks/
C08CA01,Amlodipine,Амлодипін,АЛАДИН®,ALADIN®,"ПАТ ""Фармак"", м. Київ, Україна","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/173354/aladin‐sup‐sup‐/
C08CA01,Amlodipine,Амлодипін,АЛАДИН®‐ФАРМАК,ALADIN®‐FARMAK,"ПАТ ""Фармак"", м. Київ, Україна","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/173354/aladin‐sup‐sup‐/
C08CA01,Amlodipine,Амлодипін,АЛМАКОР,ALMACOR,АНТИБІОТИКИ СА,"таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://mozdocs.kiev.ua/likiview.php?id=48883
C08CA01,Amlodipine,Амлодипін,АМЛОДИЛ БОСНАЛЕК®,AMLODIL BOSNALIJEK®),"Босналек д.д., Боснія і
Герцеговина","капсули тверді по 5
мг;","capsules solid 5 mg ;
_",https://mozdocs.kiev.ua/likiview.php?id=48840
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН,AMLODIPINE,"ПрАТ ""Технолог"", м. Умань, Черкаська
обл., Україна","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/168389/64114‐462579‐462580/
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН КРКА,АMLODIPIN KRKA,"КРКА, д.д., Ново место, Словенія","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://mozdocs.kiev.ua/likiview.php?id=44963
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН САНДОЗ®,AMLODIPINE SANDOZ®,"Лек фармацевтична компанія д.д.,
Словенія","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/251892/125394/
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН‐ АСТРАФАРМ,AMLODIPINE‐ ASTRAPHARM,"ТОВ ""АСТРАФАРМ"",
м.Вишневе, Києво‐ Святошинський р‐н,
Україна","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/167575/77308‐622876/
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН ‐ ДАРНИЦЯ,"AMLODIPINE ‐
DARNITSA","ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/275626/485054/
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН‐ ЗДОРОВ’Я,AMLODIPINE,"ТОВ
""Фармацевтична","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/166769/64137/
NA,NA,NA,NA,NA,"компанія
""Здоров'я"", Україна",NA,NA,NA
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН‐КВ,AMLODIPINE‐KV,"АТ ""Київський вітамінний завод"",
м.Київ, Україна","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/171348/108532/
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН‐ТЕВА,AMLODIPINE‐TEVA,"АТ Фармацевтичний завод ТЕВА,
Угорщина","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/337663/412509/
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН‐ ФАРМАК,AMLODIPINE‐ FARMAK,"ПАТ ""Фармак"", м. Київ, Україна","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/167692/65950‐65951/
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН‐ ФІТОФАРМ,AMLODIPINE‐ PHYTOPHARM,"ПРАТ ""ФІТОФАРМ""","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://mozdocs.kiev.ua/likiview.php?id=44962
C08CA01,Amlodipine,Амлодипін,АМЛОДИПІН ЄВРО,AMLODIPINE‐EURO,"Юнік Фармасьютикал
Лабораторіз, Індія","таблетки по 10 мг; 5
мг;",tablets; 10 mg; 5 mg;,https://compendium.com.ua/info/559131/amlodipin‐evro/
C08CA01,Amlodipine,Амлодипін,ЕМЛОДИН®,EMLODIN®,"ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина","таблетки по 10 мг; 5
мг; 2,5 мг;","tablets 10 mg; 5 mg;
2.5 mg;",https://compendium.com.ua/info/166322/emlodin‐sup‐sup‐/
C08CA01,Amlodipine,Амлодипін,"ЕСЛО 2,5

ЕСЛО 5",NA,"Емкур Фармасьютікалс
Лтд., Індія","таблетки по 5 мг; 2,5 мг;","tablets, 2.5 mg; 5 mg",https://mozdocs.kiev.ua/likiview.php?id=43047
C08CA01,Amlodipine,Амлодипін,НОРВАСК®,NORVASC®,"Р‐Фарм Джермані ГмбХ (виробник),
Німеччина; / США","Таблетки по 5 мг; 10
мг;",tablets 5 mg; 10 mg ;,https://compendium.com.ua/info/6831/norvask‐sup‐sup‐/
C08CA01,Amlodipine,Амлодипін,НОРМОДИПІН,NORMODIPINE,"ВАТ ""Гедеон Ріхтер"", Угорщина","таблетки по 10 мг; 5
мг;",tablets 10 mg; 5 mg;,https://compendium.com.ua/info/134797/normodipin/
C08CA01,Amlodipine,Амлодипін,СЕМЛОПІН®,SAMLOPIN®,"ТОВ ""КУСУМ
ФАРМ"", м. Суми,
Україна","таблетки по 2,5 мг; 5 мг;",tablets 2.5 mg; 5 mg;,https://compendium.com.ua/info/171955/semlopin‐sup‐sup‐/
C08CA01,Amlodipine,Амлодипін,СТАМЛО,STAMLO,"Д‐р Редді'с Лабораторіс Лтд,
Індія",таблетки по 10 мг;,10 mg tablets;,https://compendium.com.ua/info/104549/stamlo/
C08CA02,Felodipine,Фелодипін,ФЕЛОДИП,FELODIP,"ТЕВА Чех Індастріз с.р.о., Чеська Республіка","таблетки з модифікованим вивільненням по 10
мг; 5 мг; 2,5 мг;","modified‐release tablets of 10 mg ; 2.5
mg; 5 mg;",https://compendium.com.ua/info/173267/felodip/
C08CA05,Nifedipine,Ніфедипін,ФЕНІГІДИН‐ ЗДОРОВ’Я,PHENIHYDIN‐ ZDOROVYE,"ТОВ
""Фармацевтична компанія
""Здоров'я"", Україна","‐ таблетки по 10 мг,
‐ краплі оральні, розчин, 20 мг/мл по","‐ 10 mg tablets,
‐ oral drops, solution, 20 mg / ml in 10 ml
or 20 ml in a bottle;",https://compendium.com.ua/info/2150/fenigidin‐zdorov_e/
NA,NA,NA,NA,NA,NA,"10 мл або по 20 мл
у флаконі;",NA,NA
C08CA05,Nifedipine,Ніфедипін,КОРДИПІН XL,CORDIPIN® XL,"КРКА, д.д., Ново место, Словенія","таблетки з модифікованим вивільненням по 40
мг;",modified‐release tablets of 40 mg;,https://compendium.com.ua/info/171585/kordipin/
C08CA05,Nifedipine,Ніфедипін,КОРИНФАР®,CORINFAR®,"ПЛІВА Хрватска д.о.о., Хорватія","таблетки пролонгованої дії,
по 10 мг;","prolonged‐release tablets, 10 mg;",https://compendium.com.ua/info/11820/91176‐91177/
C08CA05,Nifedipine,Ніфедипін,КОРИНФАР® РЕТАРД,CORINFAR® RETARD,"ПЛІВА Хрватска д.о.о., Хорватія","таблетки пролонгованої дії
по 20 мг;",prolonged‐release tablets of 20 mg;,https://compendium.com.ua/info/173270/91178/
C08CA05,Nifedipine,Ніфедипін,КОРИНФАР® УНО 40,CORINFAR® UNO 40,"Меркле ГмбХ, Німеччина","таблетки пролонгованої дії
по 40 мг;",prolonged‐release tablets of 40 mg;,https://compendium.com.ua/info/11820/251283‐251284/
C08CA05,Nifedipine,Ніфедипін,НЕМОТАН,NEMOTAN,"Медокемі ЛТД, Кіпр","таблетки, по 30 мг;","tablets, 30 mg;",https://compendium.com.ua/info/_5732/
C08CA05,Nifedipine,Ніфедипін,НІКАРДІЯ® РЕТАРД,NICARDIA® RETARD,"Юнік Фармасьютикал
Лабораторіз, Індія","таблетки, пролонгованої дії
по 20 мг;","tablets, prolonged action of 20 mg ;",https://compendium.com.ua/info/154784/nikardija‐sup‐sup‐retard/
C08CA05,Nifedipine,Ніфедипін,НІМОДИПІН,NIMODIPINЕ,"ПАТ ""Науково‐ виробничий центр ""Борщагівський хіміко‐
фармацевтичний
завод"", Україна","таблетки, по 30 мг;","tablets, 30 mg;",https://compendium.com.ua/info/168251/nimodipin/
C08CA05,Nifedipine,Ніфедипін,НІМОТОП®,NIMOTOP®,"Байєр АГ, Німеччина","‐ розчин для інфузій, 10 мг/50 мл; по 50 мл розчину у
флаконі;
‐ таблетки, по 30 мг;","‐ solution for infusion, 10 mg / 50 ml; 50 ml of solution in a
vial;
‐ tablets, 30 mg;",https://compendium.com.ua/info/151832/nimotop‐sup‐sup‐/
C08CA05,Nifedipine,Ніфедипін,НІТОПІН,NITOPIN®,"Анфарм Еллас С.А., Греція","таблетки, по 30 мг;","tablets, 30 mg;",https://compendium.com.ua/info/220388/nitopin/
C08CA05,Nifedipine,Ніфедипін,НІТРЕСАН®,NITRESAN®,"ПРО.МЕД.ЦС Прага
а.с.",таблетки по 10 мг; 20 мг;,"tablets 10 mg; 20 mg
;",https://compendium.com.ua/info/211341/nitresan/
C08CA05,Nifedipine,Ніфедипін,НІФЕДИПІН,NIFEDIPINE,"ПрАТ ""Технолог"", м. Умань, Черкаська
обл., Україна",таблетки по 10 мг; 20 мг;,"tablets 10 mg; 20 mg
;",https://compendium.com.ua/info/167596/51977/
C08CA05,Nifedipine,Ніфедипін,НІФЕДИПІН‐ ДАРНИЦЯ,NIFEDIPINE‐ DARNITSA,"ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна",таблетки по 10 мг; 20 мг;,"tablets 10 mg; 20 mg
;",https://compendium.com.ua/info/167759/57012/
C08CA05,Nifedipine,Ніфедипін,НІФЕКАРД® XL,NIFECARD® XL,"Лек фармацевтична компанія д. д.,
Словенія","таблетки, по 30 мг; 60 мг;","tablets, 30 mg; 60 mg ;",https://mozdocs.kiev.ua/likiview.php?id=50075
C08CA05,Nifedipine,Ніфедипін,ФАРМАДИПІН®,FARMADIPINЕ®,"ПАТ ""Фармак"", м. Київ, Україна","краплі оральні 2 %
по 5 мл або 25 мл у
флаконі;",2% oral drops of 5 ml or 25 ml in a bottle;,https://compendium.com.ua/info/135081/farmadipin‐sup‐sup‐/
C08CA13,Lercanidipine,Лерканідипін,ВАНЛЕРК,VANLERC,"АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ
ЗАВОД"", Україна","таблетки, по 10 мг; 20 мг;","tablets, 10 mg ; 20 mg ;",https://compendium.com.ua/info/555889/vanlerk/
C08CA13,Lercanidipine,Лерканідипін,ЗАНІДІП®,ZANIDIP®,"Рекордаті Індастріа Хіміка е Фармасевтіка С.п.А.,
Італія","таблетки, по 10 мг; 20 мг;","tablets, 10 mg ; 20 mg ;",https://compendium.com.ua/info/172882/zanidip‐sup‐sup‐/
C08CA13,Lercanidipine,Лерканідипін,ЕЗАНТАЛ,EZANTAL,"ТОВ НВФ
""МІКРОХІМ""","таблетки, по 20 мг; 10 мг;","tablets, 20 mg ; 10 mg ;",https://compendium.com.ua/info/400264/ezantal/
C08CA13,Lercanidipine,Лерканідипін,"ЛЕРКАМЕН® 10
ЛЕРКАМЕН® 20",NA,"БЕРЛІН‐ХЕМІ АГ,
Німеччина","таблетки, по 10 мг; 20 мг;","tablets, 10 mg; 20 mg;",https://compendium.com.ua/info/167973/lerkamen‐sup‐sup‐/
C08CA13,Lercanidipine,Лерканідипін,ЛЕРКАНІДИПІН‐ ТЕВА,LERCANIDIPINE‐TEVA,"Балканфарма‐ Дупниця АТ,
Болгарія","таблетки, по 10 мг;","tablets, 10 mg;",https://mozdocs.kiev.ua/likiview.php?id=46417
C08CA13,Lercanidipine,Лерканідипін,"ТОРИДИП 10,
ТОРИДИП 20","TORIDIP 10,
TORIDIP 20","Торрент Фармасьютікалс
Лтд, Індія","таблетки, по 10 мг; 20 мг;","tablets, 10 mg ; 20 mg ;",https://mozdocs.kiev.ua/likiview.php?id=47593
C08DA01,Verapamil,Верапаміл,ІЗОПТИН®,ISOPTIN®,"Аббві Дойчланд ГмбХ і Ко. КГ,
Німеччина","таблетки, по 80 мг;","tablets, 80 mg;",https://compendium.com.ua/info/166414/izoptin‐sup‐sup‐/
C08DA01,Verapamil,Верапаміл,ЛЕКОПТИН®,LEKOPTIN,"Лек фармацевтична компанія д.д.,
Словенія","таблетки, по 40 мг; 80 мг;","tablets, 40 mg; 80 mg;",https://mozdocs.kiev.ua/likiview.php?id=49655
C08DA01,Verapamil,Верапаміл,ВЕРАПАМІЛ‐ ДАРНИЦЯ,VERAPAMIL‐ DARNITSA,"ПрАТ
""Фармацевтична фірма ""Дарниця"", Україна","‐розчин для ін'єкцій, 2,5 мг/мл по 2 мл в ампулі;
‐ таблетки, по 40 мг;
80 мг;","‐solution for injection, 2.5 mg / ml in 2 ml ampoules;
‐ tablets, 40 mg; 80
mg ;",https://compendium.com.ua/info/166124/verapamil‐darnitsa/
